No,;Time;Source;Destination;Protocol;Length;Info;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
992;33,06537;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=577627 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,06537;33,06538;3E-06;;2E-06;1E-06;-1E-06
993;33,06538;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=579035 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,06538;33,06538;1E-06;;-7,10543E-15;1E-06;1E-06
994;33,06538;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=580443 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,06538;33,06538;1E-06;;-0,001821;0,001822;0,003643
995;33,06538;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=581851 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,06538;33,06720;0,001822;;0,001655;0,000167;-0,001488
996;33,06720;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=583259 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,06720;33,06737;0,000167;;-0,001047;0,001214;0,002261
997;33,06737;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=584667 Win=1061632 Len=0;;33,06737;33,06858;0,001214;;-0,00719;0,008404;0,015594
998;33,06858;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=584667 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,06858;33,07699;0,008404;;0,008402;2E-06;-0,0084
999;33,07699;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;33,07699;33,07699;2E-06;;-4,1E-05;4,3E-05;8,4E-05
1000;33,07699;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=587483 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,07699;33,07703;4,3E-05;;-0,000235;0,000278;0,000513
1001;33,07703;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=588891 Win=1061632 Len=0;;33,07703;33,07731;0,000278;;0,000273;5E-06;-0,000268
1002;33,07731;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=588891 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,07731;33,07731;5E-06;;-0,047229;0,047234;0,094463
1003;33,07731;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=590299 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,07731;33,12455;0,047234;;0,042986;0,004248;-0,038738
1004;33,12455;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=591707 Win=1061632 Len=0;;33,12455;33,12880;0,004248;;0,004242;6E-06;-0,004236
1005;33,12880;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=591707 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,12880;33,12880;6E-06;;-0,000219;0,000225;0,000444
1006;33,12880;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=593115 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,12880;33,12903;0,000225;;0,000222;3E-06;-0,000219
1007;33,12903;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=594523 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,12903;33,12903;3E-06;;-7,6E-05;7,9E-05;0,000155
1008;33,12903;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=595931 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,12903;33,12911;7,9E-05;;-0,139423;0,139502;0,278925
1009;33,12911;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=597339 Win=1061632 Len=0;;33,12911;33,26861;0,139502;;0,139497;5E-06;-0,139492
1010;33,26861;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=597339 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,26861;33,26862;5E-06;;1E-06;4E-06;3E-06
1011;33,26862;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=598747 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,26862;33,26862;4E-06;;3E-06;1E-06;-2E-06
1012;33,26862;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=600155 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,26862;33,26862;1E-06;;-1E-06;2E-06;3E-06
1013;33,26862;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;33,26862;33,26862;2E-06;;1E-06;1E-06;-7,10543E-15
1014;33,26862;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=602971 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,26862;33,26862;1E-06;;-1E-06;2E-06;3E-06
1015;33,26862;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=604379 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,26862;33,26863;2E-06;;1E-06;1E-06;-7,10543E-15
1016;33,26863;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=605787 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,26863;33,26863;1E-06;;-7,10543E-15;1E-06;1E-06
1017;33,26863;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=607195 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,26863;33,26863;1E-06;;-1E-06;2E-06;3E-06
1018;33,26863;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=608603 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,26863;33,26863;2E-06;;1E-06;1E-06;1,42109E-14
1019;33,26863;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=610011 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,26863;33,26863;1E-06;;-1E-06;2E-06;3E-06
1020;33,26863;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=611419 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,26863;33,26863;2E-06;;1E-06;1E-06;1,42109E-14
1021;33,26863;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=612827 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,26863;33,26863;1E-06;;-1E-06;2E-06;3E-06
1022;33,26863;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=614235 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,26863;33,26864;2E-06;;1E-06;1E-06;-7,10543E-15
1023;33,26864;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=615643 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,26864;33,26864;1E-06;;0;1E-06;1E-06
1024;33,26864;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=617051 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,26864;33,26864;1E-06;;-7,10543E-15;1E-06;1E-06
1025;33,26864;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;33,26864;33,26864;1E-06;;-1E-06;2E-06;3E-06
1026;33,26864;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=619867 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,26864;33,26864;2E-06;;1E-06;1E-06;1,42109E-14
1027;33,26864;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=621275 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,26864;33,26864;1E-06;;-0,006708;0,006709;0,013417
1028;33,26864;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=622683 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,26864;33,27535;0,006709;;0,006702;7E-06;-0,006695
1029;33,27535;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=624091 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,27535;33,27536;7E-06;;4E-06;3E-06;-1E-06
1030;33,27536;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=625499 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,27536;33,27536;3E-06;;1E-06;2E-06;1E-06
1031;33,27536;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=626907 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,27536;33,27536;2E-06;;1E-06;1E-06;-7,10543E-15
1032;33,27536;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=628315 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,27536;33,27536;1E-06;;-1E-06;2E-06;3E-06
1033;33,27536;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=629723 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,27536;33,27537;2E-06;;0;2E-06;2E-06
1034;33,27537;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=631131 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,27537;33,27537;2E-06;;-0,000171;0,000173;0,000344
1035;33,27537;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=632539 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,27537;33,27554;0,000173;;2,7E-05;0,000146;0,000119
1036;33,27554;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=633947 Win=1061632 Len=0;;33,27554;33,27569;0,000146;;0,000143;3E-06;-0,00014
1037;33,27569;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;33,27569;33,27569;3E-06;;1E-06;2E-06;1E-06
1038;33,27569;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=635355 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,27569;33,27569;2E-06;;1E-06;1E-06;-7,10543E-15
1039;33,27569;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=636763 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,27569;33,27569;1E-06;;0;1E-06;1E-06
1040;33,27569;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=638171 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,27569;33,27569;1E-06;;-7,10543E-15;1E-06;1E-06
1041;33,27569;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=639579 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,27569;33,27569;1E-06;;-2E-06;3E-06;5E-06
1042;33,27569;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=640987 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,27569;33,27570;3E-06;;2E-06;1E-06;-1E-06
1043;33,27570;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=642395 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,27570;33,27570;1E-06;;-7,10543E-15;1E-06;1E-06
1044;33,27570;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=643803 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,27570;33,27570;1E-06;;-1E-06;2E-06;3E-06
1045;33,27570;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=645211 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,27570;33,27570;2E-06;;-0,015806;0,015808;0,031614
1046;33,27570;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=646619 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,27570;33,29151;0,015808;;0,015803;5E-06;-0,015798
1047;33,29151;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=648027 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29151;33,29151;5E-06;;2E-06;3E-06;1E-06
1048;33,29151;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=649435 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29151;33,29152;3E-06;;1E-06;2E-06;1E-06
1049;33,29152;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;33,29152;33,29152;2E-06;;0;2E-06;2E-06
1050;33,29152;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=652251 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29152;33,29152;2E-06;;1E-06;1E-06;-7,10543E-15
1051;33,29152;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=653659 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29152;33,29152;1E-06;;-1E-06;2E-06;3E-06
1052;33,29152;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=655067 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29152;33,29152;2E-06;;1E-06;1E-06;-7,10543E-15
1053;33,29152;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=656475 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29152;33,29153;1E-06;;-0,00015;0,000151;0,000301
1054;33,29153;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=657883 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29153;33,29168;0,000151;;-8E-06;0,000159;0,000167
1055;33,29168;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=659291 Win=1061632 Len=0;;33,29168;33,29184;0,000159;;0,000156;3E-06;-0,000153
1056;33,29184;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=659291 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29184;33,29184;3E-06;;-1E-06;4E-06;5E-06
1057;33,29184;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=660699 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29184;33,29184;4E-06;;2E-06;2E-06;-1,42109E-14
1058;33,29184;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=662107 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29184;33,29184;2E-06;;-0,003865;0,003867;0,007732
1059;33,29184;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=663515 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29184;33,29571;0,003867;;0,003859;8E-06;-0,003851
1060;33,29571;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=664923 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29571;33,29572;8E-06;;-0,000168;0,000176;0,000344
1061;33,29572;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=666331 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29572;33,29590;0,000176;;-0,000223;0,000399;0,000622
1062;33,29590;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=667739 Win=1061632 Len=0;;33,29590;33,29629;0,000399;;0,000392;7E-06;-0,000385
1063;33,29629;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;33,29629;33,29630;7E-06;;4E-06;3E-06;-1E-06
1064;33,29630;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=669147 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29630;33,29630;3E-06;;0;3E-06;3E-06
1065;33,29630;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=670555 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29630;33,29631;3E-06;;0;3E-06;3E-06
1066;33,29631;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=671963 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29631;33,29631;3E-06;;1E-06;2E-06;1E-06
1067;33,29631;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=673371 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29631;33,29631;2E-06;;-1E-06;3E-06;4E-06
1068;33,29631;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=674779 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29631;33,29632;3E-06;;1E-06;2E-06;1E-06
1069;33,29632;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=676187 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29632;33,29632;2E-06;;7,10543E-15;2E-06;2E-06
1070;33,29632;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=677595 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29632;33,29632;2E-06;;-7,10543E-15;2E-06;2E-06
1071;33,29632;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=679003 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29632;33,29632;2E-06;;-1E-06;3E-06;4E-06
1072;33,29632;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=680411 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29632;33,29632;3E-06;;1E-06;2E-06;1E-06
1073;33,29632;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=681819 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29632;33,29633;2E-06;;0;2E-06;2E-06
1074;33,29633;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;33,29633;33,29633;2E-06;;-1E-06;3E-06;4E-06
1075;33,29633;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=684635 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29633;33,29633;3E-06;;2E-06;1E-06;-1E-06
1076;33,29633;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=686043 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29633;33,29633;1E-06;;-1E-06;2E-06;3E-06
1077;33,29633;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=687451 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29633;33,29633;2E-06;;1E-06;1E-06;-7,10543E-15
1078;33,29633;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=688859 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29633;33,29634;1E-06;;-1E-06;2E-06;3E-06
1079;33,29634;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=690267 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29634;33,29634;2E-06;;1E-06;1E-06;-7,10543E-15
1080;33,29634;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=691675 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29634;33,29634;1E-06;;-1E-06;2E-06;3E-06
1081;33,29634;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=693083 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29634;33,29634;2E-06;;0;2E-06;2E-06
1082;33,29634;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=694491 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29634;33,29634;2E-06;;1E-06;1E-06;-7,10543E-15
1083;33,29634;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=695899 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29634;33,29634;1E-06;;-1E-06;2E-06;3E-06
1084;33,29634;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=697307 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29634;33,29635;2E-06;;1E-06;1E-06;-7,10543E-15
1085;33,29635;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=698715 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29635;33,29635;1E-06;;-1E-06;2E-06;3E-06
1086;33,29635;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;33,29635;33,29635;2E-06;;1E-06;1E-06;-7,10543E-15
1087;33,29635;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=701531 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29635;33,29635;1E-06;;-1E-06;2E-06;3E-06
1088;33,29635;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=702939 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29635;33,29635;2E-06;;1E-06;1E-06;-7,10543E-15
1089;33,29635;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=704347 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29635;33,29635;1E-06;;-0,012233;0,012234;0,024467
1090;33,29635;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=705755 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,29635;33,30859;0,012234;;0,012227;7E-06;-0,01222
1091;33,30859;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=707163 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,30859;33,30859;7E-06;;-0,000134;0,000141;0,000275
1092;33,30859;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=708571 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,30859;33,30873;0,000141;;1,4E-05;0,000127;0,000113
1093;33,30873;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=709979 Win=1061632 Len=0;;33,30873;33,30886;0,000127;;0,000124;3E-06;-0,000121
1094;33,30886;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=709979 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,30886;33,30886;3E-06;;-0,000156;0,000159;0,000315
1095;33,30886;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=711387 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,30886;33,30902;0,000159;;0,000156;3E-06;-0,000153
1096;33,30902;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=712795 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,30902;33,30903;3E-06;;-3,4E-05;3,7E-05;7,1E-05
1097;33,30903;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=714203 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,30903;33,30906;3,7E-05;;-0,000197;0,000234;0,000431
1098;33,30906;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=715611 Win=1061632 Len=0;;33,30906;33,30930;0,000234;;0,000231;3E-06;-0,000228
1099;33,30930;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=715611 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,30930;33,30930;3E-06;;-0,022961;0,022964;0,045925
1100;33,30930;142,251,85,71;192,168,100,21;TLSv1,3;1462;Application Data [TCP segment of a reassembled PDU];;33,30930;33,33226;0,022964;;0,022803;0,000161;-0,022642
1101;33,33226;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=718427 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,33226;33,33243;0,000161;;-0,00174;0,001901;0,003641
1102;33,33243;192,168,100,21;142,251,85,71;TCP;54;62448  >  443 [ACK] Seq=3504 Ack=719835 Win=1061632 Len=0;;33,33243;33,33433;0,001901;;0,001896;5E-06;-0,001891
1103;33,33433;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=719835 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,33433;33,33433;5E-06;;2E-06;3E-06;1E-06
1104;33,33433;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [ACK] Seq=721243 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,33433;33,33433;3E-06;;2E-06;1E-06;-1E-06
1105;33,33433;142,251,85,71;192,168,100,21;TCP;1462;443  >  62448 [PSH, ACK] Seq=722651 Ack=3504 Win=76288 Len=1408 [TCP segment of a reassembled PDU];;33,33433;33,33434;1E-06;;7,10543E-15;1E-06;1E-06
